id,etag,title,authors,publishedDate,description,pageCount,printType,maturityRating,imageLinks,language,previewLink,textSnippet,ISBN_10,ISBN_13
RyJtJZPX8jwC,CZrwYGU8Gbo,Harper Lee's To Kill a Mockingbird,Michael J. Meyer,2010-10-14,"In 1960, To Kill a Mockingbird was published to critical acclaim. To commemorate To Kill a Mockingbird's 50th anniversary, Michael J. Meyer has assembled a collection of new essays that celebrate this enduring work of American literature. These essays approach the novel from educational, legal, social, and thematic perspectives. Harper Lee's only novel won the Pulitzer Prize and was transformed into a beloved film starring Gregory Peck as Atticus Finch. An American classic that frequently appears in middle school and high school curriculums, the novel has been subjected to criticism for its subject matter and language. Still relevant and meaningful, To Kill a Mockingbird has nonetheless been under-appreciated by many critics. There are few books that address Lee's novel's contribution to the American canon and still fewer that offer insights that can be used by teachers and by students. These essays suggest that author Harper Lee deserves more credit for skillfully shaping a masterpiece that not only addresses the problems of the 1930s but also helps its readers see the problems and prejudices the world faces today. Intended for high school and undergraduate usage, as well as for teachers planning to use To Kill a Mockingbird in their classrooms, this collection will be a valuable resource for all teachers of American literature.",292.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=RyJtJZPX8jwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=RyJtJZPX8jwC&printsec=frontcover&dq=to+kill+a+mockingbird&hl=&cd=4&source=gbs_api,"These essays approach the novel from educational, legal, social, and thematic perspectives. Harper Lee&#39;s only novel won the Pulitzer Prize and was transformed into a beloved film starring Gregory Peck as Atticus Finch.",0810877236,9780810877238
4bCfAgAAQBAJ,B8sbaEmupi8,I Kill the Mockingbird,Paul Acampora,2014-05-20,"When Lucy, Elena, and Michael receive their summer reading list, they are excited to see To Kill A Mockingbird included. But not everyone in their class shares the same enthusiasm. So they hatch a plot to get the entire town talking about the well-known Harper Lee classic. They plan controversial ways to get people to read the book, including re-shelving copies of the book in bookstores so that people think they are missing and starting a website committed to ""destroying the mockingbird."" Their efforts are successful when all of the hullabaloo starts to direct more people to the book. But soon, their exploits start to spin out of control and they unwittingly start a mini revolution in the name of books. I Kill the Mockingbird by Paul Acampora is a middle grade novel perfect for fans of To Kill a Mockingbird andGo Set a Watchman. This title has Common Core connections. “The banter among the three whip-smart friends would make John Green proud. . . . You won't have to hide any copies of this to create demand.” —The Bulletin “Fans of Janet Tashjian's The Gospel According to Larry series will enjoy this look at how the power of creativity and the internet can cause a cultural movement. . . . Acampora's novel is for lovers of literature, especially how the classics work in the current moment.” —VOYA",177.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=4bCfAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=4bCfAgAAQBAJ&printsec=frontcover&dq=to+kill+a+mockingbird&hl=&cd=5&source=gbs_api,"&quot; Their efforts are successful when all of the hullabaloo starts to direct more people to the book. But soon, their exploits start to spin out of control and they unwittingly start a mini revolution in the name of books.",1626720576,9781626720572
QInlCgAAQBAJ,hSbNDl1jxmk,Go Set a Watchman,Harper Lee,2015-11-12,"Dua puluh tahun lalu, Jean Louise menyaksikan Atticus, sang Ayah, membela Negro di pengadilan Maycomb County. Kini, Jean Louise menyadari bahwa Maycomb dan sang Ayah, ternyata tak seperti yang dia kira selama ini dan dia pun bukan Scout yang polos lagi. Go Set a Watchman adalah naskah pertama yang diajukan Harper Lee kepada penerbit sebelum To Kill a Mockingbird, yang memenangi Pulitzer. Setelah 60 tahun dianggap hilang, naskah berharga ini ditemukan pada akhir 2014. Terbitnya Go Set a Watchman disambut animo luar biasa. Buku ini terjual lebih dari 1,1 juta kopi di minggu pertama, memuncaki daftar bestseller di Amerika selama 5 minggu berturut-turut dalam 1,5 bulan, dan mengalahkan penjualan Harry Potter serta 50 Shades of Grey. Go Set a Watchman, warisan berharga Harper Lee, penulis Amerika paling berpengaruh pada abad ke-20. ""Go Set a Watchman mempertanyakan beberapa hal penting yang justru disamarkan dalam To Kill a Mockingbird. Menghibur, lucu, tapi lugas dan jujur.""-Ursula K. Le Guin, penulis The Earthsea Cycle ""Aset terbesar Go Set a Watchman ialah perannya dalam memicu diskusi jujur tentang sejarah gelap Amerika mengenai persamaan ras.""-San Francisco Chronicle ""Luar biasa, sebuah novel yang ditulis lebih dari 50 tahun lalu ternyata masih kontekstual dengan masalah yang kita hadapi sekarang, tentang ras dan ketidakadilan.""-Chicago Tribune ""Go Set a Watchman lebih kompleks daripada To Kill a Mockingbird, karya klasik Harper Lee. Sebuah novel yang lengkap … sebuah karya sastra baru yang memuaskan dan autentik."" -The Guardian ""Go Set a Watchman memberikan pencerahan tentang kompleksitas dan kecerdasan salah satu penulis Amerika yang paling penting.""-USA Today ""Seperti yang dikemukakan Faulkner, kisah yang bagus adalah kisah manusia yang berkonflik dengan nuraninya. Dan itu adalah ringkasan yang tepat tentang Go Set a Watchman.""-Daily Beast ""Kompleksitas karakter Atticus membuat Go Set a Watchman pantas dibaca. Dengan Mockingbird, Harper Lee membuat kita mempertanyakan siapa sebenarnya diri kita dan apa yang sebenarnya kita tahu. Go Set a Watchman meneruskan tradisi mulia ini."" -New York Post [Mizan, Mizan Publishing, Novel, Terjemahan, Legendaris, Indonesia]",290.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=QInlCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,id,http://books.google.co.in/books?id=QInlCgAAQBAJ&printsec=frontcover&dq=to+kill+a+mockingbird&hl=&cd=6&source=gbs_api,"Go Set a Watchman, warisan berharga Harper Lee, penulis Amerika paling berpengaruh pada abad ke-20. &quot;Go Set a Watchman mempertanyakan beberapa hal penting yang justru disamarkan dalam To Kill a Mockingbird.",6021637887,9786021637883
-D8WBAAAQBAJ,PbjZ5nM63RU,To Kill a Mockingbird (Enhanced Edition),Harper Lee,2014-11-04,"Voted America's Best-Loved Novel in PBS's The Great American Read Harper Lee's Pulitzer Prize-winning masterwork of honor and injustice in the deep South—and the heroism of one man in the face of blind and violent hatred One of the most cherished stories of all time, To Kill a Mockingbird has been translated into more than forty languages, sold more than forty million copies worldwide, served as the basis for an enormously popular motion picture, and was voted one of the best novels of the twentieth century by librarians across the country. A gripping, heart-wrenching, and wholly remarkable tale of coming-of-age in a South poisoned by virulent prejudice, it views a world of great beauty and savage inequities through the eyes of a young girl, as her father—a crusading local lawyer—risks everything to defend a black man unjustly accused of a terrible crime.",336.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=-D8WBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=-D8WBAAAQBAJ&printsec=frontcover&dq=to+kill+a+mockingbird&hl=&cd=7&source=gbs_api,This enhanced digital edition of Harper Lee’s Pulitzer prize-winning masterwork of honor and injustice in the deep south includes audio of Sissy Spacek performing the audiobook and video footage from the documentary Hey Boo: Harper Lee ...,0062369636,9780062369635
0phbAgAAQBAJ,Ht5V5JpJCUg,Harper Lee's To Kill a Mockingbird,Harold Bloom,2013,"Contains essays about Harper Lee's To kill a mockingbird, addressing the novel's characters, structure, themes, and subject matter.",288.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=0phbAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=0phbAgAAQBAJ&printsec=frontcover&dq=to+kill+a+mockingbird&hl=&cd=8&source=gbs_api,"Contains essays about Harper Lee&#39;s To kill a mockingbird, addressing the novel&#39;s characters, structure, themes, and subject matter.",1438139969,9781438139968
r0dBDwAAQBAJ,A9GzJi57Fys,Why to Kill a Mockingbird Matters,Tom Santopietro,2018-06-19,"Tom Santopietro, an author well-known for his writing about American popular culture, delves into the heart of the beloved classic and shows readers why To Kill a Mockingbird matters more today than ever before. With 40 million copies sold, To Kill a Mockingbird’s poignant but clear eyed examination of human nature has cemented its status as a global classic. Tom Santopietro's new book, Why To Kill a Mockingbird Matters, takes a 360 degree look at the Mockingbird phenomenon both on page and screen. Santopietro traces the writing of To Kill a Mockingbird, the impact of the Pulitzer Prize, and investigates the claims that Lee’s book is actually racist. Here for the first time is the full behind the scenes story regarding the creation of the 1962 film, one which entered the American consciousness in a way that few other films ever have. From the earliest casting sessions to the Oscars and the 50th Anniversary screening at the White House, Santopietro examines exactly what makes the movie and Gregory Peck’s unforgettable performance as Atticus Finch so captivating. As Americans yearn for an end to divisiveness, there is no better time to look at the significance of Harper Lee's book, the film, and all that came after.",270.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=r0dBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=r0dBDwAAQBAJ&printsec=frontcover&dq=to+kill+a+mockingbird&hl=&cd=9&source=gbs_api,"Tom Santopietro, an author well-known for his writing about American popular culture, delves into the heart of the beloved classic and shows readers why To Kill a Mockingbird matters more today than ever before.",1250163765,9781250163769
c9pbL5epUN4C,rv6CGjOev70,The Play of To Kill a Mockingbird,"Harper Lee, Christopher Sergel",1995,"""In his play, Christopher Sergel has shifted the focus slightly. The result of this shift, I believe, hightlights the novel's universal qualities. [He] reminds us...that the issues explored are not those of a 'regional' work of art (as the novel is often categorised) but are of importance in Nottingham, Manchester, Birmingham or wherever the play is seen by an audience."" - from Ray Speakman's introduction.",136.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=c9pbL5epUN4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=c9pbL5epUN4C&printsec=frontcover&dq=to+kill+a+mockingbird&hl=&cd=10&source=gbs_api,"The result of this shift, I believe, hightlights the novel&#39;s universal qualities. [He] reminds us...that the issues explored are not those of a &#39;regional&#39; work of art (as the novel is often categorised) but are of importance in Nottingham, ...",0435233114,9780435233112
5gPYEAAAQBAJ,wzS2K6uY7IY,The Great Gatsby,F. Scott Fitzgerald,2023-08-31,"The Great Gatsby by F. Scott Fitzgerald Audiobook is a 1925 novel by American writer F. Scott Fitzgerald. Set in the Jazz Age on Long Island, near New York City, the novel depicts first-person narrator Nick Carraway's interactions with mysterious millionaire Jay Gatsby and Gatsby's obsession to reunite with his former lover, Daisy Buchanan. Plot summary: In spring 1922, Nick Carraway—a Yale alumnus from the Midwest and a World War I veteran—journeys to New York City to obtain employment as a bond salesman. He rents a bungalow in the Long Island village of West Egg, next to a luxurious estate inhabited by Jay Gatsby, an enigmatic multi-millionaire who hosts dazzling soirées yet doesn't partake in them. One evening, Nick dines with a distant cousin, Daisy Buchanan, in the fashionable town of East Egg. Daisy is married to Tom Buchanan, formerly a Yale football star whom Nick knew during his college days. The couple has recently relocated from Chicago to a mansion directly across the bay from Gatsby's estate. There, Nick encounters Jordan Baker, an insolent flapper and golf champion who is a childhood friend of Daisy's. Jordan confides to Nick that Tom keeps a mistress, Myrtle Wilson, who brazenly telephones him at his home and who lives in the ""valley of ashes"", a sprawling refuse dump. hat evening, Nick sees Gatsby standing alone on his lawn, staring at a green light across the bay. Days later, Nick reluctantly accompanies a drunken and agitated Tom to New York City by train. En route, they stop at a garage inhabited by mechanic George Wilson and his wife Myrtle. Myrtle joins them, and the trio proceed to a small New York apartment that Tom has rented for trysts with her. Guests arrive and a party ensues, which ends with Tom slapping Myrtle and breaking her nose after she mentions Daisy. One morning, Nick receives a formal invitation to a party at Gatsby's mansion. Once there, Nick is embarrassed that he recognizes no one and begins drinking heavily until he encounters Jordan. While chatting with her, he is approached by a man who introduces himself as Jay Gatsby and insists that both he and Nick served in the 3rd Infantry Division during the war. Gatsby attempts to ingratiate himself with Nick and when Nick leaves the party, he notices Gatsby watching him.",135.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=5gPYEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=5gPYEAAAQBAJ&printsec=frontcover&dq=the+great+gatsby&hl=&cd=1&source=gbs_api,The Great Gatsby by F. Scott Fitzgerald Audiobook is a 1925 novel by American writer F. Scott Fitzgerald.,,
iWA-DwAAQBAJ,kqkgrpsWqLs,The Great Gatsby,F. Scott Fitzgerald,2018-04-10,"**The twentieth-century masterpiece, the authoritative new edition** With a new foreword by Jesmyn Ward, author of the Women's Prize-shortlisted Sing, Unburied, Sing ‘There was music from my neighbour’s house through the summer nights. In his blue gardens men and girls came and went like moths among the whisperings and the champagne and the stars.’ Enigmatic, intriguing and fabulously wealthy, Jay Gatsby throws lavish parties at his West Egg mansion to impress Daisy Buchanan, the object of his obsession, now married to bullish Tom Buchanan. Over a Long Island summer, his neighbour Nick Carraway, a writer and a cousin to Daisy, looks on as Gatsby and Daisy’s affair deepens. Tragedy looms in F. Scott Fitzgerald’s masterpiece third novel, frequently named among the best novels of the twentieth century. Praise for The Great Gatsby: ‘A classic, perhaps the supreme American novel’ Sunday Times ‘More than an American classic; it’s become a defining document of the national psyche, a creation myth, the Rosetta Stone of the American dream’ Guardian ‘F. Scott Fitzgerald was better than he knew, for in fact and in the literary sense he invented a generation’ New York Times ‘An unquiet masterpiece whose mystery never fails to exert its power’ Robert McCrum, Observer, ‘The 100 Best Novels in English’",182.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=iWA-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=iWA-DwAAQBAJ&printsec=frontcover&dq=the+great+gatsby&hl=&cd=2&source=gbs_api,"Tragedy looms in F. Scott Fitzgerald’s masterpiece third novel, frequently named among the best novels of the twentieth century.",1471173941,9781471173943
1PHaEAAAQBAJ,X+LV4/Nv98Q,The Great Gatsby,F. Scott Fitzgerald,2023-10-04,Reproduction of the original. The publishing house Megali specialises in reproducing historical works in large print to make reading easier for people with impaired vision.,249.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=1PHaEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=1PHaEAAAQBAJ&printsec=frontcover&dq=the+great+gatsby&hl=&cd=3&source=gbs_api,Reproduction of the original. The publishing house Megali specialises in reproducing historical works in large print to make reading easier for people with impaired vision.,338709275X,9783387092752
HestSXO362YC,RB1dUa+xlis,The Great Gatsby,Francis Scott Fitzgerald,1993,"A young man newly rich tries to recapture the past and win back his former love, despite the fact that she has married",148.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=HestSXO362YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=HestSXO362YC&printsec=frontcover&dq=the+great+gatsby&hl=&cd=4&source=gbs_api,"A young man newly rich tries to recapture the past and win back his former love, despite the fact that she has married",185326041X,9781853260414
DDoEEAAAQBAJ,i3Aqv9ps9Y8,The Great Gatsby,F. Scott Fitzgerald,2020-11-17,"A deluxe trade paperback edition of The Great Gatsby, a true classic of 20th-century literature and one of America’s best-loved and iconic novels. This edition of The Great Gatsby has been updated by F. Scott Fitzgerald scholar James L.W. West III to include the author’s final revisions and features a note on the composition and text, a personal foreword by Fitzgerald’s granddaughter, Eleanor Lanahan—and an introduction by two-time National Book Award winner Jesmyn Ward. Featuring the iconic original cover art and French flaps, this is a must-have for all Gatsby fans. The Great Gatsby, Fitzgerald’s third book, stands as the supreme achievement of his career. First published in 1925, this quintessential novel of the Jazz Age has been acclaimed by generations of readers. The story of the mysteriously wealthy Jay Gatsby and his love for the beautiful Daisy Buchanan, of lavish parties on Long Island at a time when The New York Times noted “gin was the national drink and sex the national obsession,” it is an exquisitely crafted tale of America in the 1920s.",208.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=DDoEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=DDoEEAAAQBAJ&printsec=frontcover&dq=the+great+gatsby&hl=&cd=5&source=gbs_api,"This edition of The Great Gatsby has been updated by F. Scott Fitzgerald scholar James L.W. West III to include the author’s final revisions and features a note on the composition and text, a personal foreword by Fitzgerald’s ...",1982149485,9781982149482
u_GVDwAAQBAJ,V1TitM4+OjI,The Great Gatsby,Francis Scott Fitzgerald,1934-01-01,,115.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=u_GVDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=u_GVDwAAQBAJ&printsec=frontcover&dq=the+great+gatsby&hl=&cd=6&source=gbs_api,,8584742530,9788584742530
gqvyDwAAQBAJ,kZQk97/hYko,The Great Gatsby: A Graphic Novel Adaptation,F. Scott Fitzgerald,2021-02-02,"A sumptuously illustrated adaptation casts the powerful imagery of F. Scott Fitzgerald’s great American novel in a vivid new format. From the green light across the bay to the billboard with spectacled eyes, F. Scott Fitzgerald’s 1925 American masterpiece roars to life in K. Woodman-Maynard’s exquisite graphic novel—among the first adaptations of the book in this genre. Painted in lush watercolors, the inventive interpretation emphasizes both the extravagance and mystery of the characters, as well as the fluidity of Nick Carraway’s unreliable narration. Excerpts from the original text wend through the illustrations, and imagery and metaphors are taken to literal, and often whimsical, extremes, such as when a beautiful partygoer blooms into an orchid and Daisy Buchanan pushes Gatsby across the sky on a cloud. This faithful yet modern adaptation will appeal to fans with deep knowledge of the classic, while the graphic novel format makes it an ideal teaching tool to engage students. With its timeless critique of class, power, and obsession, The Great Gatsby Graphic Novel captures the energy of an era and the enduring resonance of one of the world’s most beloved books.",238.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=gqvyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=gqvyDwAAQBAJ&printsec=frontcover&dq=the+great+gatsby&hl=&cd=7&source=gbs_api,"From the green light across the bay to the billboard with spectacled eyes, F. Scott Fitzgerald’s 1925 American masterpiece roars to life in K. Woodman-Maynard’s exquisite graphic novel—among the first adaptations of the book in this ...",1536216186,9781536216189
7iXhDwAAQBAJ,lrWSTkGZ4tI,The Great Gatsby: A Novel,F. Scott Fitzgerald,2021-01-05,"A beautifully illustrated version of the original 1925 edition of F. Scott Fitzgerald's classic Great American novel. Widely considered to be the greatest American novel of all time, The Great Gatsby is the story of the wealthy, quixotic Jay Gatsby and his obsessive love for debutante Daisy Buchanan. It is also a cautionary tale of the American Dream in all its exuberance, decadence, hedonism, and passion. First published in 1925 by Charles Scribner's Sons, The Great Gatsby sold modestly and received mixed reviews from literary critics of the time. Upon his death in 1940, Fitzgerald believed the book to be a failure, but a year later, as the U.S. was in the grips of the Second World War, an initiative known as Council on Books in Wartime was created to distribute paperbacks to soldiers abroad. The Great Gatsby became one of the most popular books provided to regiments, with more than 100,000 copies shipped to soldiers overseas. By 1960, the book was selling apace and being incorporated into classrooms across the nation. Today, it has sold over 25 million copies worldwide in 42 languages. This exquisitely rendered edition of the original 1925 printing reintroduces readers to Fitzgerald's iconic portrait of the Jazz Age, complete with specially commissioned illustrations by Adam Simpson that reflect the gilded splendor of the Roaring Twenties.",208.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=7iXhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=7iXhDwAAQBAJ&dq=the+great+gatsby&hl=&cd=8&source=gbs_api,"The Great Gatsby became one of the most popular books provided to regiments, with more than 100,000 copies shipped to soldiers overseas. By 1960, the book was selling apace and being incorporated into classrooms across the nation.",0762498145,9780762498147
IvNIEAAAQBAJ,awPd/B2jws4,The Great Gatsby,F. Scott Fitzgerald,2021-12-14,"A collectible hardcover edition of one of the great American novels—and one of America's most popular—featuring an introduction by Min Jin Lee, the New York Times bestselling author of Pachinko A Penguin Vitae Edition Young, handsome, and fabulously rich, Jay Gatsby seems to have everything. But at his mansion east of New York City, in West Egg, Long Island, where the party seems never to end, he's often alone in the glittering Jazz Age crowd, watching and waiting, as speculation swirls around him—that he's a bootlegger, that he was a German spy during the war, that he even killed a man. As writer Nick Carraway is drawn into this decadent orbit, he begins to see beneath the shimmering surface of the enigmatic Gatsby, for whom one thing will always be out of reach: Nick's cousin, the married Daisy Buchanan, whose house is visible from Gatsby's just across the bay. A brilliant evocation of the Roaring Twenties and a satire of a postwar America obsessed with wealth and status, The Great Gatsby is a novel whose power remains undiminished after a century. This edition, based on scholarship dating back to the novel's first publication in 1925, restores Fitzgerald's masterpiece to the original American classic he envisioned, and features an introduction addressing how gender, race, class, and sexuality complicate the pursuit of the American Dream. Penguin Vitae—loosely translated as ""Penguin of one's life""—is a deluxe hardcover series from Penguin Classics celebrating a dynamic and diverse landscape of classic fiction and nonfiction from seventy-five years of classics publishing. Penguin Vitae provides readers with beautifully designed classics that have shaped the course of their lives, and welcomes new readers to discover these literary gifts of personal inspiration, intellectual engagement, and creative originality.",241.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=IvNIEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=IvNIEAAAQBAJ&dq=the+great+gatsby&hl=&cd=9&source=gbs_api,"This edition, based on scholarship dating back to the novel&#39;s first publication in 1925, restores Fitzgerald&#39;s masterpiece to the original American classic he envisioned, and features an introduction addressing how gender, race, class, and ...",0143136348,9780143136347
7ZbDoQEACAAJ,6m/gkkcpVqM,So We Read On,Maureen Corrigan,2015-05-12,"""Maureen Corrigan has produced a minor miracle: a book about The Great Gatsby that stands up to Gatsby itself"" --Michael Cunningham. It's a revered classic and a rite of passage in the reading lives of millions. But how well do we really know The Great Gatsby? As ""Fresh Air"" book critic Maureen Corrigan points out, many of us first read Fitzgerald's masterpiece when we were too young to comprehend its power. Offering a fresh perspective on Gatsby, SO WE READ ON takes readers into archives, high school classrooms, and onto the Long Island Sound to explore the novel's hidden depths, revealing its surprising debt to noir, its rocky path to recognition as a ""classic,"" and its profound commentaries on race, class, and gender. With rigor, wit, and infectious enthusiasm, Corrigan inspires us to re-experience Gatsby and, along the way, spins a fascinating story of her own.Maureen Corrigan is the book critic for NPR's ""Fresh Air,"" the Critic-in-Residence at Georgetown University, and winner of the Edgar Award for Criticism. She is the author of Leave Me Alone, I'm Reading (Random House, 2005).",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=7ZbDoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=7ZbDoQEACAAJ&dq=the+great+gatsby&hl=&cd=10&source=gbs_api,"Offering a fresh perspective on Gatsby, SO WE READ ON takes readers into archives, high school classrooms, and onto the Long Island Sound to explore the novel&#39;s hidden depths, revealing its surprising debt to noir, its rocky path to ...",0316230065,9780316230063
PEpoEAAAQBAJ,IY5i7VErVbg,Nineteen Eighty-Four,George Orwell,2021-01-09,"""Nineteen Eighty-Four: A Novel"", often published as ""1984"", is a dystopian social science fiction novel by English novelist George Orwell. It was published on 8 June 1949 by Secker & Warburg as Orwell's ninth and final book completed in his lifetime. Thematically, ""Nineteen Eighty-Four"" centres on the consequences of totalitarianism, mass surveillance, and repressive regimentation of persons and behaviours within society. Orwell, himself a democratic socialist, modelled the authoritarian government in the novel after Stalinist Russia. More broadly, the novel examines the role of truth and facts within politics and the ways in which they are manipulated. The story takes place in an imagined future, the year 1984, when much of the world has fallen victim to perpetual war, omnipresent government surveillance, historical negationism, and propaganda. Great Britain, known as Airstrip One, has become a province of a totalitarian superstate named Oceania that is ruled by the Party who employ the Thought Police to persecute individuality and independent thinking. Big Brother, the leader of the Party, enjoys an intense cult of personality despite the fact that he may not even exist. The protagonist, Winston Smith, is a diligent and skillful rank-and-file worker and Outer Party member who secretly hates the Party and dreams of rebellion. He enters into a forbidden relationship with a colleague, Julia, and starts to remember what life was like before the Party came to power.",327.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=PEpoEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=PEpoEAAAQBAJ&printsec=frontcover&dq=1984&hl=&cd=1&source=gbs_api,"Orwell, himself a democratic socialist, modelled the authoritarian government in the novel after Stalinist Russia. More broadly, the novel examines the role of truth and facts within politics and the ways in which they are manipulated.",3753145130,9783753145136
eTY9EAAAQBAJ,OuuZK1debi4,1984,George Orwell,2023-09-15,This beautiful new edition of George Orwell's powerful work of dystopian fiction is a perfect gift for our times.,0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=eTY9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=eTY9EAAAQBAJ&dq=1984&hl=&cd=2&source=gbs_api,"This beautiful edition of George Orwell&#39;s powerful work of dystopian fiction features a leatherette cover, gilt edging, and ribbon marker--a perfect gift for our times.",0358120357,9780358120353
uCZUswEACAAJ,1PJCu4P7AN0,1984,"Eric Arthur Blair, Eric Arthur",2018-01-17,"Nineteen Eighty-Four, often published as 1984, is a dystopian novel by English author George Orwell published in 1949. The novel is set in Airstrip One (formerly known as Great Britain), a province of the superstate Oceania in a world of perpetual war, omnipresent government surveillance and public manipulation, dictated by a political system euphemistically named English Socialism (or Ingsoc in the government's invented language, Newspeak) under the control of a privileged elite of the Inner Party, that persecutes individualism and independent thinking as ""thoughtcrime",450.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=uCZUswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=uCZUswEACAAJ&dq=1984&hl=&cd=3&source=gbs_api,"The novel is set in Airstrip One (formerly known as Great Britain), a province of the superstate Oceania in a world of perpetual war, omnipresent government surveillance and public manipulation, dictated by a political system ...",198373263X,9781983732638
sVJuzgEACAAJ,stmO8tMAPl8,1984 (Original English Edition),George Orwell,2021,"London, in the year 1984: The world is divided into three constantly warring superstates Oceania, Eurasia and Eastasia. In Oceania, of which Britain is a part, the Partys power is absolute. Every action, word, gesture and thought is monitored under the watchful eye of Big Brother and the Thought Police. In the Ministry of Truth, the Partys Propaganda Department, Winston Smiths job is to edit and rewrite history, to meet the needs of the government. With every lie he writes, Winston grows to hate the Party that persecutes those who dare to commit thoughtcrimes. As Winston falls in love with Julia, they begin to question the system, and expose themselfes to immense danger ... | Since its first publication in 1949, George Orwells haunting prophecy has been the definitive dystopian novel and one of the most influential works of the 20th century.",265.0,BOOK,NOT_MATURE,,en,http://books.google.co.in/books?id=sVJuzgEACAAJ&dq=1984&hl=&cd=4&source=gbs_api,"As Winston falls in love with Julia, they begin to question the system, and expose themselfes to immense danger ... | Since its first publication in 1949, George Orwells haunting prophecy has been the definitive dystopian novel and one of ...",3985227802,9783985227808
CuYCAAAAMBAJ,Cz5Qkl19HBU,New York Magazine,,1984-12-03,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",220.0,MAGAZINE,NOT_MATURE,http://books.google.com/books/content?id=CuYCAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=CuYCAAAAMBAJ&printsec=frontcover&dq=1984&hl=&cd=5&source=gbs_api,New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country.,,
